"ICD.Chapter";"State";"Year";"Deaths";"Population";"Crude.Rate"
"Mental and behavioural disorders";"Maryland";2003;1152;5496269;210
"Mental and behavioural disorders";"Maryland";2004;1153;5546935;208
"Mental and behavioural disorders";"Maryland";2005;1331;5592379;238
"Mental and behavioural disorders";"Maryland";2006;1887;5627367;335
"Mental and behavioural disorders";"Maryland";2007;1984;5653408;351
"Mental and behavioural disorders";"Maryland";2008;2228;5684965;392
"Mental and behavioural disorders";"Maryland";2009;2348;5730388;410
"Mental and behavioural disorders";"Maryland";2010;2713;5773552;470
"Mental and behavioural disorders";"Maryland";2011;2987;5828289;513
"Mental and behavioural disorders";"Maryland";2012;3152;5884563;536
"Mental and behavioural disorders";"Maryland";2013;3372;5928814;569
"Mental and behavioural disorders";"Maryland";2014;3198;5976407;535
"Mental and behavioural disorders";"Maryland";2015;3126;6006401;520
"Mental and behavioural disorders";"Massachusetts";1999;1436;6317345;227
"Mental and behavioural disorders";"Massachusetts";2000;1575;6349097;248
"Mental and behavioural disorders";"Massachusetts";2001;1848;6397634;289
"Mental and behavioural disorders";"Massachusetts";2002;1975;6417206;308
"Mental and behavioural disorders";"Massachusetts";2003;2069;6422565;322
"Mental and behavioural disorders";"Massachusetts";2004;2005;6412281;313
"Mental and behavioural disorders";"Massachusetts";2005;2257;6403290;352
"Mental and behavioural disorders";"Massachusetts";2006;2705;6410084;422
"Mental and behavioural disorders";"Massachusetts";2007;2898;6431559;451
"Mental and behavioural disorders";"Massachusetts";2008;3441;6468967;532
"Mental and behavioural disorders";"Massachusetts";2009;3598;6517613;552
"Mental and behavioural disorders";"Massachusetts";2010;4079;6547629;623
"Mental and behavioural disorders";"Massachusetts";2011;4662;6587536;708
"Mental and behavioural disorders";"Massachusetts";2012;4843;6646144;729
"Mental and behavioural disorders";"Massachusetts";2013;5100;6692824;762
"Mental and behavioural disorders";"Massachusetts";2014;5279;6745408;783
"Mental and behavioural disorders";"Massachusetts";2015;5643;6794422;831
"Mental and behavioural disorders";"Michigan";1999;1396;9897116;141
"Mental and behavioural disorders";"Michigan";2000;1741;9938444;175
"Mental and behavioural disorders";"Michigan";2001;1801;9991120;180
"Mental and behavioural disorders";"Michigan";2002;1921;10015710;192
"Mental and behavioural disorders";"Michigan";2003;2113;10041152;210
"Mental and behavioural disorders";"Michigan";2004;2155;10055315;214
"Mental and behavioural disorders";"Michigan";2005;2435;10051137;242
"Mental and behavioural disorders";"Michigan";2006;3203;10036081;319
"Mental and behavioural disorders";"Michigan";2007;3263;10001284;326
"Mental and behavioural disorders";"Michigan";2008;3655;9946889;367
"Mental and behavioural disorders";"Michigan";2009;3822;9901591;386
"Mental and behavioural disorders";"Michigan";2010;4218;9883640;427
"Mental and behavioural disorders";"Michigan";2011;4659;9876187;472
"Mental and behavioural disorders";"Michigan";2012;4881;9883360;494
"Mental and behavioural disorders";"Michigan";2013;4859;9895622;491
"Mental and behavioural disorders";"Michigan";2014;4871;9909877;492
"Mental and behavioural disorders";"Michigan";2015;4528;9922576;456
"Mental and behavioural disorders";"Minnesota";1999;1441;4873481;296
"Mental and behavioural disorders";"Minnesota";2000;1329;4919479;270
"Mental and behavioural disorders";"Minnesota";2001;1447;4982796;290
"Mental and behavioural disorders";"Minnesota";2002;1604;5018935;320
"Mental and behavioural disorders";"Minnesota";2003;1588;5053572;314
"Mental and behavioural disorders";"Minnesota";2004;1660;5087713;326
"Mental and behavioural disorders";"Minnesota";2005;1770;5119598;346
"Mental and behavioural disorders";"Minnesota";2006;2357;5163555;456
"Mental and behavioural disorders";"Minnesota";2007;2210;5207203;424
"Mental and behavioural disorders";"Minnesota";2008;2463;5247018;469
"Mental and behavioural disorders";"Minnesota";2009;2479;5281203;469
"Mental and behavioural disorders";"Minnesota";2010;2947;5303925;556
"Mental and behavioural disorders";"Minnesota";2011;3171;5344861;593
"Mental and behavioural disorders";"Minnesota";2012;3350;5379139;623
"Mental and behavioural disorders";"Minnesota";2013;3521;5420380;650
"Mental and behavioural disorders";"Minnesota";2014;3676;5457173;674
"Mental and behavioural disorders";"Minnesota";2015;3610;5489594;658
"Mental and behavioural disorders";"Mississippi";1999;254;2828408;90
"Mental and behavioural disorders";"Mississippi";2000;315;2844658;111
"Mental and behavioural disorders";"Mississippi";2001;323;2852994;113
"Mental and behavioural disorders";"Mississippi";2002;452;2858681;158
"Mental and behavioural disorders";"Mississippi";2003;476;2868312;166
"Mental and behavioural disorders";"Mississippi";2004;542;2889010;188
"Mental and behavioural disorders";"Mississippi";2005;646;2905943;222
"Mental and behavioural disorders";"Mississippi";2006;711;2904978;245
"Mental and behavioural disorders";"Mississippi";2007;722;2928350;247
"Mental and behavioural disorders";"Mississippi";2008;836;2947806;284
"Mental and behavioural disorders";"Mississippi";2009;791;2958774;267
"Mental and behavioural disorders";"Mississippi";2010;911;2967297;307
"Mental and behavioural disorders";"Mississippi";2011;1026;2978512;344
"Mental and behavioural disorders";"Mississippi";2012;1257;2984926;421
"Mental and behavioural disorders";"Mississippi";2013;1424;2991207;476
"Mental and behavioural disorders";"Mississippi";2014;1353;2994079;452
"Mental and behavioural disorders";"Mississippi";2015;913;2992333;305
"Mental and behavioural disorders";"Missouri";1999;1018;5561948;183
"Mental and behavioural disorders";"Missouri";2000;1102;5595211;197
"Mental and behavioural disorders";"Missouri";2001;1186;5641142;210
"Mental and behavioural disorders";"Missouri";2002;1243;5674825;219
"Mental and behavioural disorders";"Missouri";2003;1264;5709403;221
"Mental and behavioural disorders";"Missouri";2004;1364;5747741;237
"Mental and behavioural disorders";"Missouri";2005;1501;5790300;259
"Mental and behavioural disorders";"Missouri";2006;1932;5842704;331
"Mental and behavioural disorders";"Missouri";2007;1930;5887612;328
"Mental and behavioural disorders";"Missouri";2008;2287;5923916;386
"Mental and behavioural disorders";"Missouri";2009;2280;5961088;382
"Mental and behavioural disorders";"Missouri";2010;2588;5988927;432
"Mental and behavioural disorders";"Missouri";2011;2892;6010688;481
"Mental and behavioural disorders";"Missouri";2012;2818;6021988;468
"Mental and behavioural disorders";"Missouri";2013;2963;6044171;490
"Mental and behavioural disorders";"Missouri";2014;2923;6063589;482
"Mental and behavioural disorders";"Missouri";2015;2728;6083672;448
"Mental and behavioural disorders";"Montana";1999;169;897507;188
"Mental and behavioural disorders";"Montana";2000;181;902195;201
"Mental and behavioural disorders";"Montana";2001;207;906961;228
"Mental and behavioural disorders";"Montana";2002;231;911667;253
"Mental and behavioural disorders";"Montana";2003;267;919630;290
"Mental and behavioural disorders";"Montana";2004;275;930009;296
"Mental and behavioural disorders";"Montana";2005;336;940102;357
"Mental and behavioural disorders";"Montana";2006;448;952692;470
"Mental and behavioural disorders";"Montana";2007;423;964706;438
"Mental and behavioural disorders";"Montana";2008;482;976415;494
"Mental and behavioural disorders";"Montana";2009;557;983982;566
"Mental and behavioural disorders";"Montana";2010;568;989415;574
"Mental and behavioural disorders";"Montana";2011;627;998199;628
"Mental and behavioural disorders";"Montana";2012;689;1005141;685
"Mental and behavioural disorders";"Montana";2013;678;1015165;668
"Mental and behavioural disorders";"Montana";2014;640;1023579;625
"Mental and behavioural disorders";"Montana";2015;651;1032949;630
"Mental and behavioural disorders";"Nebraska";1999;298;1704764;175
"Mental and behavioural disorders";"Nebraska";2000;287;1711263;168
"Mental and behavioural disorders";"Nebraska";2001;298;1719836;173
"Mental and behavioural disorders";"Nebraska";2002;372;1728292;215
"Mental and behavioural disorders";"Nebraska";2003;440;1738643;253
"Mental and behavioural disorders";"Nebraska";2004;386;1749370;221
"Mental and behavioural disorders";"Nebraska";2005;468;1761497;266
"Mental and behavioural disorders";"Nebraska";2006;652;1772693;368
"Mental and behavioural disorders";"Nebraska";2007;620;1783440;348
"Mental and behavioural disorders";"Nebraska";2008;785;1796378;437
"Mental and behavioural disorders";"Nebraska";2009;749;1812683;413
"Mental and behavioural disorders";"Nebraska";2010;813;1826341;445
"Mental and behavioural disorders";"Nebraska";2011;984;1842641;534
"Mental and behavioural disorders";"Nebraska";2012;1051;1855525;566
"Mental and behavioural disorders";"Nebraska";2013;1160;1868516;621
"Mental and behavioural disorders";"Nebraska";2014;1145;1881503;609
"Mental and behavioural disorders";"Nebraska";2015;1163;1896190;613
"Mental and behavioural disorders";"Nevada";1999;309;1934718;160
"Mental and behavioural disorders";"Nevada";2000;308;1998257;154
"Mental and behavioural disorders";"Nevada";2001;413;2098399;197
"Mental and behavioural disorders";"Nevada";2002;480;2173791;221
"Mental and behavioural disorders";"Nevada";2003;568;2248850;253
"Mental and behavioural disorders";"Nevada";2004;541;2346222;231
"Mental and behavioural disorders";"Nevada";2005;607;2432143;250
"Mental and behavioural disorders";"Nevada";2006;734;2522658;291
"Mental and behavioural disorders";"Nevada";2007;712;2601072;274
"Mental and behavioural disorders";"Nevada";2008;761;2653630;287
"Mental and behavioural disorders";"Nevada";2009;755;2684665;281
"Mental and behavioural disorders";"Nevada";2010;915;2700551;339
"Mental and behavioural disorders";"Nevada";2011;970;2723322;356
"Mental and behavioural disorders";"Nevada";2012;1090;2758931;395
"Mental and behavioural disorders";"Nevada";2013;1048;2790136;376
"Mental and behavioural disorders";"Nevada";2014;875;2839099;308
"Mental and behavioural disorders";"Nevada";2015;587;2890845;203
"Mental and behavioural disorders";"New Hampshire";1999;181;1222014;148
"Mental and behavioural disorders";"New Hampshire";2000;197;1235786;159
"Mental and behavioural disorders";"New Hampshire";2001;214;1255517;170
"Mental and behavioural disorders";"New Hampshire";2002;198;1269089;156
"Mental and behavioural disorders";"New Hampshire";2003;223;1279840;174
"Mental and behavioural disorders";"New Hampshire";2004;249;1290121;193
"Mental and behavioural disorders";"New Hampshire";2005;362;1298492;279
"Mental and behavioural disorders";"New Hampshire";2006;465;1308389;355
"Mental and behavioural disorders";"New Hampshire";2007;485;1312540;370
"Mental and behavioural disorders";"New Hampshire";2008;561;1315906;426
"Mental and behavioural disorders";"New Hampshire";2009;565;1316102;429
"Mental and behavioural disorders";"New Hampshire";2010;591;1316470;449
"Mental and behavioural disorders";"New Hampshire";2011;711;1318194;539
"Mental and behavioural disorders";"New Hampshire";2012;817;1320718;619
"Mental and behavioural disorders";"New Hampshire";2013;825;1323459;623
"Mental and behavioural disorders";"New Hampshire";2014;942;1326813;710
"Mental and behavioural disorders";"New Hampshire";2015;987;1330608;742
"Mental and behavioural disorders";"New Jersey";1999;1037;8359592;124
"Mental and behavioural disorders";"New Jersey";2000;1119;8414350;133
"Mental and behavioural disorders";"New Jersey";2001;1192;8492671;140
"Mental and behavioural disorders";"New Jersey";2002;1283;8552643;150
"Mental and behavioural disorders";"New Jersey";2003;1409;8601402;164
"Mental and behavioural disorders";"New Jersey";2004;1628;8634561;189
"Mental and behavioural disorders";"New Jersey";2005;1781;8651974;206
"Mental and behavioural disorders";"New Jersey";2006;2379;8661679;275
"Mental and behavioural disorders";"New Jersey";2007;2299;8677885;265
"Mental and behavioural disorders";"New Jersey";2008;2589;8711090;297
"Mental and behavioural disorders";"New Jersey";2009;2480;8755602;283
"Mental and behavioural disorders";"New Jersey";2010;2969;8791894;338
"Mental and behavioural disorders";"New Jersey";2011;3229;8821155;366
"Mental and behavioural disorders";"New Jersey";2012;3575;8864590;403
"Mental and behavioural disorders";"New Jersey";2013;3872;8899339;435
"Mental and behavioural disorders";"New Jersey";2014;3917;8938175;438
"Mental and behavioural disorders";"New Jersey";2015;3615;8958013;404
"Mental and behavioural disorders";"New Mexico";1999;369;1808082;204
"Mental and behavioural disorders";"New Mexico";2000;408;1819046;224
"Mental and behavioural disorders";"New Mexico";2001;442;1831690;241
"Mental and behavioural disorders";"New Mexico";2002;429;1855309;231
"Mental and behavioural disorders";"New Mexico";2003;498;1877574;265
"Mental and behavioural disorders";"New Mexico";2004;538;1903808;283
"Mental and behavioural disorders";"New Mexico";2005;631;1932274;327
"Mental and behavioural disorders";"New Mexico";2006;693;1962137;353
"Mental and behavioural disorders";"New Mexico";2007;655;1990070;329
"Mental and behavioural disorders";"New Mexico";2008;789;2010662;392
"Mental and behavioural disorders";"New Mexico";2009;829;2036802;407
"Mental and behavioural disorders";"New Mexico";2010;917;2059179;445
"Mental and behavioural disorders";"New Mexico";2011;966;2082224;464
"Mental and behavioural disorders";"New Mexico";2012;1104;2085538;529
"Mental and behavioural disorders";"New Mexico";2013;1120;2085287;537
"Mental and behavioural disorders";"New Mexico";2014;1137;2085572;545
"Mental and behavioural disorders";"New Mexico";2015;1026;2085109;492
